Department Name,Date,Number of Sales
Health & Beauty,2023-09-21,1237
Office Supplies,2023-04-17,835
Watches,2023-12-08,2398
Industrial & Scientific,2023-02-18,4748
Luggage,2023-10-31,4425
Furniture,2023-07-25,1790
Cell Phones,2023-08-31,1588
Automotive,2023-07-31,2435
Appliances,2023-10-12,3956
Video Games,2023-01-13,2644
Home & Garden,2023-03-20,1242
Toys,2023-03-04,2352
Home & Garden,2023-10-14,3284
Movies & TV,2023-10-24,1167
Baby & Kids,2023-10-07,568
Music,2023-06-30,426
Software,2023-12-01,810
Cell Phones,2023-07-29,4793
Computer & Tablets,2023-04-15,2347
Office Supplies,2023-01-06,1128
Sports,2023-05-22,1894
Furniture,2023-02-27,1409
Furniture,2023-11-12,4095
Cell Phones,2023-03-28,1136
Industrial & Scientific,2023-11-07,4244
Clothing,2023-11-14,268
Office Supplies,2023-03-26,3184
Beauty & Personal Care,2023-01-26,1374
Food & Beverage,2023-05-26,1040
Automotive,2023-05-03,3411
Health & Beauty,2023-09-09,1657
Baby & Kids,2023-01-19,2608
Baby & Kids,2023-12-14,2247
Luggage,2023-04-13,4619
Pharmacy,2023-01-10,3411
Art & Crafts,2023-06-05,3090
Computer & Tablets,2023-03-07,3158
Garden & Outdoor,2023-06-15,1436
Food & Beverage,2023-08-12,3774
Industrial & Scientific,2023-03-08,4203
Office Supplies,2023-11-10,3324
Jewelry,2023-12-02,4576
Health & Beauty,2023-11-15,2666
Art & Crafts,2023-08-18,1071
Office Supplies,2023-12-06,3918
Sports,2023-09-05,2238
Industrial & Scientific,2023-11-19,2526
Books,2023-11-03,2042
Pharmacy,2023-05-28,4682
Tools & Hardware,2023-12-18,2687
Jewelry,2023-05-26,861
Home & Garden,2023-07-29,157
Beauty & Personal Care,2023-03-18,999
Books,2023-02-15,4377
Musical Instruments,2023-05-11,1318
Health & Beauty,2023-04-06,2938
Food & Beverage,2023-09-15,509
Beauty & Personal Care,2023-04-12,4698
Art & Crafts,2023-04-09,3056
Tools & Hardware,2023-05-15,4621
Pet Supplies,2023-03-25,709
Musical Instruments,2023-05-08,507
Appliances,2023-12-01,2425
Office Supplies,2023-03-03,1093
Food & Beverage,2023-08-24,1682
Travel,2023-02-27,1722
Automotive,2023-09-29,4436
Movies & TV,2023-09-15,4699
Music,2023-08-20,4771
Shoes,2023-01-01,1784
Computer & Tablets,2023-07-08,1368
Cell Phones,2023-06-20,3880
Watches,2023-03-06,3233
Office Supplies,2023-01-09,1031
Art & Crafts,2023-03-24,2082
Electronics,2023-03-11,2439
Watches,2023-03-04,805
Clothing,2023-03-22,1260
Shoes,2023-01-28,2132
Furniture,2023-02-26,3602
Office Supplies,2023-06-29,384
Beauty & Personal Care,2023-10-11,112
Books,2023-07-10,4226
Musical Instruments,2023-02-01,120
Appliances,2023-06-09,3160
Movies & TV,2023-05-15,3909
Automotive,2023-03-11,551
Computer & Tablets,2023-11-08,4463
Luggage,2023-02-11,2042
Pharmacy,2023-02-19,4586
Musical Instruments,2023-11-25,1937
Movies & TV,2023-12-05,218
Music,2023-04-06,1315
Toys,2023-12-05,3217
Movies & TV,2023-06-17,4210
Health & Beauty,2023-12-20,1005
Jewelry,2023-10-27,2476
Luggage,2023-11-06,2580
Art & Crafts,2023-03-26,4001
Office Supplies,2023-02-27,4322
Music,2023-05-02,368
Shoes,2023-02-11,4591
Clothing,2023-07-18,263
Music,2023-01-14,914
Shoes,2023-04-05,648
Computer & Tablets,2023-02-17,1161
Pharmacy,2023-01-13,284
Automotive,2023-05-24,1282
Toys,2023-08-28,2248
Toys,2023-09-26,3904
Electronics,2023-09-03,1922
Music,2023-12-30,2794
Health & Beauty,2023-12-16,3426
Beauty & Personal Care,2023-02-11,2619
Jewelry,2023-12-02,185
Travel,2023-05-12,3412
Sports,2023-12-16,3135
Baby & Kids,2023-06-23,4177
Home & Garden,2023-06-19,466
Computer & Tablets,2023-11-15,2180
Watches,2023-03-01,942
Home & Garden,2023-03-13,3699
Luggage,2023-11-03,4258
Watches,2023-12-13,2144
Tools & Hardware,2023-07-24,2825
Tools & Hardware,2023-09-26,2520
Appliances,2023-02-07,2043
Software,2023-01-12,4806
Luggage,2023-03-31,3698
Health & Beauty,2023-09-25,709
Computer & Tablets,2023-09-01,958
Furniture,2023-02-20,3552
Health & Beauty,2023-03-02,3442
Beauty & Personal Care,2023-04-24,3033
Electronics,2023-08-01,817
Toys,2023-10-02,3919
Automotive,2023-05-27,3070
Musical Instruments,2023-03-12,3437
Tools & Hardware,2023-12-01,4508
Musical Instruments,2023-04-28,4063
Toys,2023-10-10,609
Home & Garden,2023-10-06,815
Office Supplies,2023-01-30,4324
Books,2023-11-25,511
Watches,2023-01-02,2911
Tools & Hardware,2023-02-06,3566
Books,2023-04-01,1241
Tools & Hardware,2023-08-29,806
Books,2023-01-10,1894
Watches,2023-10-13,3931
Baby & Kids,2023-02-02,2088
Luggage,2023-02-28,2883
Clothing,2023-01-02,2458
Baby & Kids,2023-03-26,483
Toys,2023-02-03,4639
Art & Crafts,2023-08-06,790
Musical Instruments,2023-04-25,4120
Pet Supplies,2023-07-17,4186
Garden & Outdoor,2023-05-28,1201
Musical Instruments,2023-07-15,4233
Home & Garden,2023-07-12,2375
Jewelry,2023-12-20,3179
Home & Garden,2023-05-31,2297
Sports,2023-12-01,4654
Movies & TV,2023-06-25,504
Computer & Tablets,2023-08-26,661
Garden & Outdoor,2023-12-06,2676
Pharmacy,2023-01-08,451
Beauty & Personal Care,2023-07-29,318
Electronics,2023-03-27,1421
Tools & Hardware,2023-12-28,4913
Appliances,2023-01-15,2584
Office Supplies,2023-03-31,4756
Appliances,2023-06-30,4788
Computer & Tablets,2023-05-21,1219
Electronics,2023-02-27,1828
Tools & Hardware,2023-05-07,4790
Books,2023-01-30,1104
Cell Phones,2023-07-12,1632
Art & Crafts,2023-06-09,575
Food & Beverage,2023-07-24,133
Toys,2023-09-15,4583
Movies & TV,2023-11-19,4039
Tools & Hardware,2023-05-15,3847
Automotive,2023-03-07,3060
Garden & Outdoor,2023-03-18,2265
Art & Crafts,2023-03-08,4350
Home & Garden,2023-12-12,2798
Art & Crafts,2023-07-18,1252
Computer & Tablets,2023-08-06,4327
Furniture,2023-10-17,148
Computer & Tablets,2023-12-07,2368
Toys,2023-08-16,4821
Food & Beverage,2023-08-26,322
Automotive,2023-04-30,2502
Luggage,2023-01-20,1734
Appliances,2023-11-29,146
Toys,2023-08-22,462
Video Games,2023-06-06,3821
Jewelry,2023-10-04,2143
Toys,2023-07-21,2065
Garden & Outdoor,2023-01-29,3795
Automotive,2023-02-22,2474
Tools & Hardware,2023-04-06,2447
Home & Garden,2023-02-18,749
Books,2023-10-12,168
Electronics,2023-03-22,1301
Electronics,2023-01-26,1125
Art & Crafts,2023-12-18,1066
Art & Crafts,2023-10-27,1025
Home & Garden,2023-07-16,4728
Beauty & Personal Care,2023-07-28,320
Electronics,2023-01-01,2127
Tools & Hardware,2023-07-29,3618
Office Supplies,2023-08-31,2835
Movies & TV,2023-01-31,4582
Video Games,2023-05-31,1086
Jewelry,2023-12-02,3982
Sports,2023-09-29,4033
Jewelry,2023-05-12,813
Musical Instruments,2023-06-29,2289
Automotive,2023-08-09,597
Pet Supplies,2023-05-15,1777
Watches,2023-08-17,1715
Electronics,2023-03-26,3839
Toys,2023-05-29,384
Computer & Tablets,2023-09-13,1710
Computer & Tablets,2023-04-08,3748
Art & Crafts,2023-02-05,4022
Beauty & Personal Care,2023-09-20,2376
Automotive,2023-09-13,2240
Software,2023-12-03,2708
Tools & Hardware,2023-06-22,4148
Books,2023-07-15,2770
Tools & Hardware,2023-04-19,2045
Clothing,2023-10-07,1769
Cell Phones,2023-08-13,3807
Automotive,2023-02-10,4839
Office Supplies,2023-03-13,1094
Pet Supplies,2023-11-16,2503
Movies & TV,2023-05-20,787
Electronics,2023-07-05,2174
Pharmacy,2023-11-02,2790
Musical Instruments,2023-10-10,455
Computer & Tablets,2023-12-19,2929
Cell Phones,2023-12-23,3984
Baby & Kids,2023-01-09,2037
Health & Beauty,2023-06-12,4578
Industrial & Scientific,2023-05-04,1145
Movies & TV,2023-03-29,2657
Industrial & Scientific,2023-07-18,3833
Software,2023-11-24,1650
Jewelry,2023-11-23,419
Industrial & Scientific,2023-03-26,399
Garden & Outdoor,2023-06-23,4119
Appliances,2023-07-31,3566
Pharmacy,2023-08-19,1550
Office Supplies,2023-08-10,4260
Baby & Kids,2023-04-05,1956
Food & Beverage,2023-01-01,4192
Luggage,2023-01-27,2457
Pharmacy,2023-02-03,2418
Toys,2023-09-19,3800
Automotive,2023-09-29,1266
Health & Beauty,2023-07-17,3404
Baby & Kids,2023-07-03,4177
Food & Beverage,2023-11-16,3959
Movies & TV,2023-06-14,1283
Software,2023-10-03,1746
Appliances,2023-04-11,2116
Sports,2023-04-01,4226
Travel,2023-07-23,2455
Office Supplies,2023-04-26,865
Books,2023-01-08,752
Automotive,2023-06-25,1366
Music,2023-09-24,4822
Art & Crafts,2023-12-12,4895
Industrial & Scientific,2023-04-27,1245
Books,2023-11-03,3003
Luggage,2023-09-21,3198
Furniture,2023-07-27,373
Sports,2023-11-02,2618
Movies & TV,2023-01-02,767
Jewelry,2023-03-15,619
Sports,2023-11-21,4376
Toys,2023-04-08,3048
Art & Crafts,2023-01-23,217
Computer & Tablets,2023-02-02,4634
Garden & Outdoor,2023-11-30,3955
Office Supplies,2023-10-08,4066
Travel,2023-12-22,160
Beauty & Personal Care,2023-09-05,1139
Appliances,2023-12-31,1997
Luggage,2023-03-01,866
Clothing,2023-11-14,4212
Software,2023-04-25,2666
Musical Instruments,2023-03-31,767
Jewelry,2023-11-22,2336
Clothing,2023-07-30,322
Office Supplies,2023-01-24,817
Music,2023-11-01,128
Toys,2023-05-29,2743
Software,2023-03-04,1106
Beauty & Personal Care,2023-04-24,1364
Baby & Kids,2023-07-03,4415
Luggage,2023-01-01,4890
Art & Crafts,2023-05-27,3438
Garden & Outdoor,2023-01-27,2926
Luggage,2023-05-24,3945
Luggage,2023-01-13,3314
Luggage,2023-10-21,2885
Art & Crafts,2023-08-04,3459
Appliances,2023-02-14,193
Travel,2023-10-25,3714
Books,2023-05-08,1024
Computer & Tablets,2023-02-14,4778
Cell Phones,2023-01-15,2375
Movies & TV,2023-06-04,4580
Music,2023-08-21,2770
Computer & Tablets,2023-10-01,3814
Garden & Outdoor,2023-12-19,2906
Electronics,2023-06-24,4885
Luggage,2023-07-09,3176
Tools & Hardware,2023-01-24,3499
Watches,2023-08-21,4798
Health & Beauty,2023-12-28,1811
Luggage,2023-09-27,944
Health & Beauty,2023-10-21,410
Pharmacy,2023-01-08,2699
Jewelry,2023-05-07,2525
Pet Supplies,2023-03-09,1708
Industrial & Scientific,2023-02-25,2129
Movies & TV,2023-12-18,4318
Baby & Kids,2023-06-29,2324
Home & Garden,2023-03-17,4028
Clothing,2023-01-28,4130
Electronics,2023-02-03,1285
Beauty & Personal Care,2023-02-15,1983
Movies & TV,2023-05-16,3185
Books,2023-07-17,1797
Software,2023-05-04,2877
Sports,2023-02-08,2154
Software,2023-10-16,2036
Office Supplies,2023-08-19,2947
Tools & Hardware,2023-07-14,4999
Computer & Tablets,2023-07-06,348
Appliances,2023-11-07,3659
Music,2023-06-19,3171
Shoes,2023-01-01,608
Watches,2023-07-28,4462
Musical Instruments,2023-07-27,3717
Clothing,2023-09-12,1872
Automotive,2023-04-30,2637
Movies & TV,2023-11-05,1721
Food & Beverage,2023-01-28,3183
Shoes,2023-11-24,2167
Travel,2023-10-22,2271
Travel,2023-09-27,1477
Office Supplies,2023-03-13,4691
Books,2023-08-11,1876
Office Supplies,2023-12-13,1422
Movies & TV,2023-12-14,3008
Automotive,2023-05-14,4341
Software,2023-07-26,959
Movies & TV,2023-06-17,2971
Cell Phones,2023-02-26,3299
Automotive,2023-05-22,4554
Electronics,2023-07-28,4744
Pharmacy,2023-07-05,444
Baby & Kids,2023-11-23,3182
Furniture,2023-06-08,4813
Watches,2023-08-14,1730
Tools & Hardware,2023-01-12,251
Toys,2023-07-17,309
Pet Supplies,2023-07-17,1852
Beauty & Personal Care,2023-06-22,1204
Movies & TV,2023-02-25,1517
Travel,2023-01-18,1741
Books,2023-04-20,63
Garden & Outdoor,2023-04-07,3003
Food & Beverage,2023-11-06,4330
Food & Beverage,2023-11-05,4220
Computer & Tablets,2023-01-05,4577
Appliances,2023-12-20,1493
Music,2023-12-31,1906
Shoes,2023-08-15,1243
Automotive,2023-07-12,1880
Pharmacy,2023-08-01,3989
Garden & Outdoor,2023-04-28,3194
Beauty & Personal Care,2023-12-08,741
Automotive,2023-03-22,1156
Movies & TV,2023-07-19,4142
Food & Beverage,2023-04-26,2993
Luggage,2023-03-31,3250
Industrial & Scientific,2023-08-03,1023
Pet Supplies,2023-07-02,4200
Automotive,2023-01-07,4770
Food & Beverage,2023-09-14,947
Movies & TV,2023-06-18,1836
Computer & Tablets,2023-04-30,479
Shoes,2023-05-14,3839
Food & Beverage,2023-08-28,2021
Automotive,2023-10-25,2845
Appliances,2023-05-05,3012
Home & Garden,2023-10-16,4336
Clothing,2023-04-04,3188
Tools & Hardware,2023-02-13,285
Electronics,2023-03-14,774
Automotive,2023-07-01,3303
Food & Beverage,2023-05-22,58
Home & Garden,2023-04-20,3825
Tools & Hardware,2023-12-05,4438
Clothing,2023-02-07,1153
Home & Garden,2023-05-11,4715
Health & Beauty,2023-02-21,1307
Health & Beauty,2023-09-21,557
Baby & Kids,2023-12-19,3944
Video Games,2023-09-01,4392
Pharmacy,2023-07-30,500
Video Games,2023-05-14,903
Software,2023-04-22,2415
Sports,2023-11-18,2371
Musical Instruments,2023-08-07,1745
Musical Instruments,2023-03-31,845
Tools & Hardware,2023-08-10,2960
Watches,2023-02-25,3285
Musical Instruments,2023-12-22,4772
Movies & TV,2023-08-19,4196
Health & Beauty,2023-11-21,3980
Automotive,2023-10-20,4231
Books,2023-09-03,3200
Jewelry,2023-10-29,1465
Books,2023-05-15,4687
Garden & Outdoor,2023-03-07,603
Electronics,2023-03-22,1167
Sports,2023-12-12,935
Books,2023-06-11,4836
Health & Beauty,2023-12-28,586
Jewelry,2023-01-30,2736
Home & Garden,2023-01-23,3726
Computer & Tablets,2023-04-18,3397
Computer & Tablets,2023-09-16,2284
Tools & Hardware,2023-01-20,560
Home & Garden,2023-07-22,3369
Beauty & Personal Care,2023-07-02,1056
Home & Garden,2023-03-01,1445
Health & Beauty,2023-08-24,3554
Music,2023-11-15,103
Sports,2023-05-24,2531
Tools & Hardware,2023-01-06,3842
Clothing,2023-05-08,705
Tools & Hardware,2023-06-29,198
Pet Supplies,2023-11-04,2734
Movies & TV,2023-07-27,90
Clothing,2023-03-18,1119
Music,2023-08-15,4705
Video Games,2023-06-16,2225
Baby & Kids,2023-10-12,319
Luggage,2023-09-30,3613
Electronics,2023-07-14,4224
Movies & TV,2023-09-20,3678
Appliances,2023-11-16,3822
Beauty & Personal Care,2023-02-25,217
Toys,2023-06-08,761
Pet Supplies,2023-09-14,1849
Health & Beauty,2023-10-31,4901
Toys,2023-01-14,1482
Food & Beverage,2023-07-10,116
Automotive,2023-06-07,834
Jewelry,2023-03-21,3646
Musical Instruments,2023-10-15,2798
Home & Garden,2023-05-10,4240
Beauty & Personal Care,2023-06-03,4647
Health & Beauty,2023-02-07,4247
Toys,2023-07-11,1711
Music,2023-04-04,3369
Software,2023-07-24,1176
Sports,2023-02-08,4509
Clothing,2023-12-09,811
Baby & Kids,2023-08-27,1671
Pharmacy,2023-01-07,3662
Beauty & Personal Care,2023-01-29,1862
Baby & Kids,2023-09-12,2250
Video Games,2023-11-30,4359
Jewelry,2023-12-07,4201
Shoes,2023-05-25,4589
Pet Supplies,2023-11-23,4466
Industrial & Scientific,2023-11-22,4648
Beauty & Personal Care,2023-05-29,1627
Music,2023-11-09,2633
Travel,2023-12-24,3862
Home & Garden,2023-09-23,2626
Baby & Kids,2023-03-10,3117
Food & Beverage,2023-03-24,1538
Computer & Tablets,2023-03-07,2092
Beauty & Personal Care,2023-02-20,2302
Pet Supplies,2023-01-03,317
Shoes,2023-03-07,740
Office Supplies,2023-10-25,764
Health & Beauty,2023-05-05,1780
Jewelry,2023-06-22,3559
Tools & Hardware,2023-12-25,4910
Jewelry,2023-08-27,3545
Food & Beverage,2023-03-20,1222
Luggage,2023-04-09,432
Music,2023-11-10,3748
Electronics,2023-05-11,2803
Books,2023-06-02,4071
Movies & TV,2023-09-28,2004
Art & Crafts,2023-09-16,392
Music,2023-02-10,1032
Jewelry,2023-04-02,3937
Industrial & Scientific,2023-12-21,1135
Garden & Outdoor,2023-01-19,4016
Garden & Outdoor,2023-11-28,2915
Music,2023-12-04,2806
Furniture,2023-07-24,1224
Health & Beauty,2023-04-21,2697
Automotive,2023-10-14,1544
Luggage,2023-04-05,3971
Music,2023-10-19,4578
Movies & TV,2023-04-29,1653
Beauty & Personal Care,2023-09-03,2996
Software,2023-11-20,4752
Health & Beauty,2023-08-10,3106
Pharmacy,2023-01-13,1712
Appliances,2023-09-06,4387
Computer & Tablets,2023-07-02,2016
Clothing,2023-10-08,4545
Office Supplies,2023-08-18,1574
Video Games,2023-09-02,825
Automotive,2023-07-04,52
Clothing,2023-07-01,3087
Beauty & Personal Care,2023-03-10,1061
Software,2023-07-02,3336
Art & Crafts,2023-07-28,4997
Automotive,2023-08-14,3837
Clothing,2023-10-28,4849
Beauty & Personal Care,2023-01-31,4980
Food & Beverage,2023-06-28,4552
Pharmacy,2023-07-25,2685
Travel,2023-02-10,4211
Furniture,2023-12-06,2874
Industrial & Scientific,2023-05-21,3515
Books,2023-08-27,1538
Computer & Tablets,2023-01-26,2263
Office Supplies,2023-07-22,2338
Industrial & Scientific,2023-06-09,4547
Garden & Outdoor,2023-09-08,4081
Food & Beverage,2023-03-27,4757
Music,2023-08-05,2904
Garden & Outdoor,2023-03-26,4348
Computer & Tablets,2023-03-27,976
Luggage,2023-08-14,1696
Baby & Kids,2023-07-22,3670
Musical Instruments,2023-05-01,724
Travel,2023-03-30,2325
Books,2023-12-15,3857
Beauty & Personal Care,2023-11-19,3925
Shoes,2023-01-21,3184
Pharmacy,2023-07-07,1387
Shoes,2023-12-05,1448
Movies & TV,2023-07-11,2641
Computer & Tablets,2023-04-02,2838
Computer & Tablets,2023-10-02,4902
Movies & TV,2023-07-15,2348
Shoes,2023-04-08,4351
Electronics,2023-05-03,143
Books,2023-07-04,3720
Tools & Hardware,2023-04-29,3927
Automotive,2023-06-29,815
Clothing,2023-12-04,3300
Sports,2023-01-21,816
Industrial & Scientific,2023-08-11,3516
Appliances,2023-02-17,2119
Travel,2023-06-16,1511
Health & Beauty,2023-06-13,4261
Tools & Hardware,2023-06-08,3204
Pet Supplies,2023-02-14,646
Furniture,2023-02-12,4030
Luggage,2023-01-06,1869
Garden & Outdoor,2023-12-08,576
Office Supplies,2023-10-24,3158
Health & Beauty,2023-10-17,2776
Clothing,2023-11-16,552
Jewelry,2023-01-04,4415
Furniture,2023-11-21,4046
Pet Supplies,2023-02-09,418
Musical Instruments,2023-02-05,2932
Jewelry,2023-12-27,3410
Garden & Outdoor,2023-03-09,1663
Garden & Outdoor,2023-05-16,1242
Computer & Tablets,2023-09-15,238
Beauty & Personal Care,2023-03-26,4752
Shoes,2023-03-01,518
Industrial & Scientific,2023-01-26,4727
Video Games,2023-03-18,3946
Art & Crafts,2023-03-08,3042
Movies & TV,2023-11-17,364
Electronics,2023-12-27,1319
Home & Garden,2023-10-21,1833
Home & Garden,2023-08-10,989
Beauty & Personal Care,2023-05-24,3952
Beauty & Personal Care,2023-01-13,4140
Software,2023-12-17,1514
Computer & Tablets,2023-04-01,2425
Automotive,2023-03-28,1465
Automotive,2023-04-01,4302
Computer & Tablets,2023-03-06,1187
Music,2023-08-20,1307
Music,2023-08-27,955
Furniture,2023-10-26,4647
Jewelry,2023-07-22,4498
Musical Instruments,2023-09-05,1148
Movies & TV,2023-02-27,1990
Computer & Tablets,2023-04-12,687
Clothing,2023-02-22,2775
Watches,2023-09-23,4546
Garden & Outdoor,2023-08-16,2737
Art & Crafts,2023-10-12,396
Music,2023-04-27,2803
Appliances,2023-09-30,651
Industrial & Scientific,2023-11-22,3462
Baby & Kids,2023-06-18,1147
Luggage,2023-11-06,4681
Computer & Tablets,2023-03-24,1688
Video Games,2023-08-14,4786
Music,2023-12-15,3745
Beauty & Personal Care,2023-11-12,1917
Musical Instruments,2023-04-18,1786
Video Games,2023-06-11,4059
Software,2023-09-12,4040
Beauty & Personal Care,2023-10-13,4552
Travel,2023-09-18,3828
Clothing,2023-12-07,1737
Video Games,2023-04-11,3795
Garden & Outdoor,2023-03-04,556
Furniture,2023-08-22,4607
Software,2023-09-30,1343
Garden & Outdoor,2023-03-07,3364
Pet Supplies,2023-09-12,2678
Computer & Tablets,2023-12-04,2919
Sports,2023-08-12,4643
Pet Supplies,2023-02-11,3170
Health & Beauty,2023-11-25,4383
Shoes,2023-04-28,3484
Industrial & Scientific,2023-02-27,939
Cell Phones,2023-11-23,2943
Automotive,2023-04-28,2876
Musical Instruments,2023-09-23,4398
Music,2023-08-12,4712
Video Games,2023-12-18,2797
Furniture,2023-11-10,4365
Baby & Kids,2023-12-26,665
Travel,2023-12-22,2973
Electronics,2023-10-20,3083
Health & Beauty,2023-09-02,1204
Electronics,2023-09-19,3297
Sports,2023-08-24,2389
Health & Beauty,2023-09-11,864
Tools & Hardware,2023-08-07,2109
Garden & Outdoor,2023-08-26,1058
Jewelry,2023-05-03,1933
Cell Phones,2023-07-31,999
Jewelry,2023-06-03,2637
Video Games,2023-08-15,2930
Computer & Tablets,2023-07-28,2904
Books,2023-06-19,4046
Furniture,2023-11-28,1148
Appliances,2023-09-22,278
Luggage,2023-05-07,3395
Garden & Outdoor,2023-03-30,2080
Automotive,2023-09-19,4695
Sports,2023-07-28,1036
Home & Garden,2023-01-27,741
Luggage,2023-12-19,1020
Health & Beauty,2023-02-02,2300
Travel,2023-02-10,511
Electronics,2023-04-02,125
Cell Phones,2023-03-07,659
Shoes,2023-07-19,3526
Video Games,2023-12-19,4799
Jewelry,2023-03-28,3024
Health & Beauty,2023-03-26,4106
Pharmacy,2023-10-30,4502
Home & Garden,2023-11-07,2385
Books,2023-03-27,305
Home & Garden,2023-06-21,365
Computer & Tablets,2023-08-18,2773
Travel,2023-08-16,4489
Office Supplies,2023-01-25,96
Computer & Tablets,2023-04-03,4967
Art & Crafts,2023-01-31,4761
Health & Beauty,2023-11-13,2272
Books,2023-03-11,2341
Movies & TV,2023-06-09,2401
Food & Beverage,2023-06-10,460
Cell Phones,2023-11-02,763
Office Supplies,2023-01-01,2230
Automotive,2023-03-07,844
Baby & Kids,2023-03-04,2479
Musical Instruments,2023-10-12,629
Automotive,2023-05-11,4118
Office Supplies,2023-06-24,1686
Travel,2023-11-03,2425
Cell Phones,2023-11-04,2956
Music,2023-11-13,840
Clothing,2023-02-25,79
Software,2023-05-10,3290
Beauty & Personal Care,2023-03-02,881
Musical Instruments,2023-01-07,3440
Musical Instruments,2023-04-09,2742
Music,2023-04-22,926
Industrial & Scientific,2023-05-05,1902
Software,2023-10-16,1327
Food & Beverage,2023-03-31,2526
Clothing,2023-11-01,2381
Computer & Tablets,2023-08-13,227
Health & Beauty,2023-03-22,4909
Video Games,2023-06-13,3920
Computer & Tablets,2023-11-06,635
Pharmacy,2023-11-27,580
Electronics,2023-10-15,3130
Furniture,2023-10-24,2010
Furniture,2023-01-19,814
Food & Beverage,2023-10-28,1025
Tools & Hardware,2023-12-12,1512
Art & Crafts,2023-11-14,2972
Health & Beauty,2023-11-29,409
Appliances,2023-01-16,2703
Art & Crafts,2023-02-14,301
Clothing,2023-07-05,1973
Jewelry,2023-02-04,3731
Computer & Tablets,2023-01-27,175
Books,2023-02-25,3239
